round,train_auc,test_auc,train_logloss,test_logloss
354,1.0,0.9806626566824824,0.009045386342741817,0.22521888537469054
355,1.0,0.9806751075037581,0.008981706148855101,0.2253080478347469
356,1.0,0.9806930360803167,0.008921336945154925,0.22531519678048958
357,1.0,0.9807026074166391,0.008859790171695948,0.22543073866250787
358,1.0,0.9807194743484478,0.00880068794824691,0.2253854445112479
359,1.0,0.9807373591978314,0.008747444140813809,0.2253636845823313
360,1.0,0.9807794577312718,0.008690746722858654,0.22519474736745737
361,1.0,0.9807873624347586,0.008638657042014573,0.22527379442621367
362,1.0,0.9807770172988735,0.008577816654688849,0.22556652801128277
363,1.0,0.9807904240870696,0.008518362811878937,0.22561891994747924
364,1.0,0.980810405525516,0.008468736736856221,0.22556813566721004
365,1.0,0.9808262864772032,0.008411803340790287,0.2256132592997227
366,1.0,0.9808440696969093,0.008353251398142802,0.22571310814529577
367,1.0,0.9808635165346619,0.00830917864205336,0.225768488176736
368,1.0,0.980861414418104,0.008257983165433917,0.22591071702323995
369,1.0,0.9808631018745557,0.008208773238100672,0.22600628053765212
370,1.0,0.9808572095858198,0.008160545898303014,0.2262765542838548
371,1.0,0.980830276926458,0.008110930318178588,0.2266329992550022
372,1.0,0.9808215281982181,0.008063735764567632,0.22685702502297656
